#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
GER_fascist_dictatorship_ruler;元首;;;;;;;;;;;;x
GCF_fascist_dictatorship_ruler;元首;;;;;;;;;;;;x
PRU_fascist_dictatorship_ruler;元首;;;;;;;;;;;;x
SGF_fascist_dictatorship_ruler;元首;;;;;;;;;;;;x
NGF_fascist_dictatorship_ruler;元首;;;;;;;;;;;;x
USA_democracy_ruler;总统先生;;;;;;;;;;;;x
PAP_proletarian_dictatorship_ruler;枢机;;;;;;;;;;;;x
PAP_presidential_dictatorship_ruler;教宗;;;;;;;;;;;;x
PAP_burgeois_dictatorship_ruler;教宗;;;;;;;;;;;;x
PAP_fascist_dictatorship_ruler;教宗;;;;;;;;;;;;x
PAP_absolute_monarchy_ruler;教宗;;;;;;;;;;;;x
PAP_hms_government_ruler;教宗;;;;;;;;;;;;x
PAP_prussian_constitutionalism_ruler;教宗;;;;;;;;;;;;x
ALD_absolute_monarchy_ruler;苏丹;;;;;;;;;;;;x
ALD_hms_government_ruler;苏丹;;;;;;;;;;;;x
ALD_prussian_constitutionalism_ruler;苏丹;;;;;;;;;;;;x
ARA_absolute_monarchy_ruler;苏丹;;;;;;;;;;;;x
ARA_hms_government_ruler;苏丹;;;;;;;;;;;;x
ARA_prussian_constitutionalism_ruler;苏丹;;;;;;;;;;;;x
HDJ_absolute_monarchy_ruler;苏丹;;;;;;;;;;;;x
HDJ_hms_government_ruler;苏丹;;;;;;;;;;;;x
HDJ_prussian_constitutionalism_ruler;苏丹;;;;;;;;;;;;x
NEJ_absolute_monarchy_ruler;苏丹;;;;;;;;;;;;x
NEJ_hms_government_ruler;苏丹;;;;;;;;;;;;x
NEJ_prussian_constitutionalism_ruler;苏丹;;;;;;;;;;;;x
RUS_absolute_monarchy_ruler;沙皇;;;;;;;;;;;;x
RUS_hms_government_ruler;沙皇;;;;;;;;;;;;x
RUS_prussian_constitutionalism_ruler;沙皇;;;;;;;;;;;;x
