#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
EVTDESC13000_NEWS_LONG;西洋文明之风逐日东渐。其所到之处，就连青草和空气也被此风所披靡。最近已经出现了些兆头，一些奇怪的船只出现在了我们的海岸线上。真是奇怪的船，桅杆都高到可以触到天上的神了。一开始，急剧增长的好奇心主宰了我们的神智。然而第二天呢？他们的船是很怪，他们的风俗习惯就更怪了，可是毫无疑问是时候考虑我们应该如何应对这群来自“欧罗巴”的外人了。;;;;;;;;;;;;x
EVTDESC13000_NEWS_MEDIUM;一些奇怪的船只出现在了我们的海岸线上。他们的船是很怪，他们的风俗习惯就更怪了，可是毫无疑问是时候考虑我们应该如何应对这群来自“欧罗巴”的外人了。;;;;;;;;;;;;x
EVTDESC13000_NEWS_SHORT;他们的船是很怪，他们的风俗习惯就更怪了，可是毫无疑问是时候考虑我们应该如何应对这群来自“欧罗巴”的外人了。;;;;;;;;;;;;x
EVTDESC13100_NEWS_LONG;$COUNTRY$：那些外国人太出格了！传播谬误的知识，企图颠覆人民的信念以及国家的完整。破坏我们的传统，用鸦片污染我们的灵魂。$PROVINCENAME$的人们都这么说。$PROVINCENAME$排外情绪高涨，甚至外国的贸易站都关门以避免损失。外国人不再被允许涉足该省，传播谎言荼毒大众。;;;;;;;;;;;;x
EVTDESC13100_NEWS_MEDIUM;$COUNTRY$：那些外国人太出格了！传播谬误的知识，企图颠覆人民的信念以及国家的完整。破坏我们的传统，用鸦片污染我们的灵魂。$PROVINCENAME$排外情绪高涨。;;;;;;;;;;;;x
EVTDESC13100_NEWS_SHORT;$COUNTRY$：那些外国人太出格了！破坏我们的传统，用鸦片污染我们的灵魂。$PROVINCENAME$排外情绪高涨。;;;;;;;;;;;;x
EVTDESC13120_NEWS_LONG;$COUNTRY$的宫廷雇佣的欧洲女家庭教师工作尽职尽责，但是她也似乎正在那里教授着奇怪的思想。比如，她曾经宣称人人生而平等，$COUNTRY$应当放下奴隶制的沉重包袱。对于早已习惯于奴隶制当地人来说，这是个危险的人。。。;;;;;;;;;;;;x
EVTDESC13120_NEWS_MEDIUM;$COUNTRY$的宫廷雇佣的欧洲女家庭教师工作尽职尽责，但是她也似乎正在那里教授着奇怪的思想。比如，她曾经宣称人人生而平等。;;;;;;;;;;;;x
EVTDESC13120_NEWS_SHORT;$COUNTRY$的宫廷雇佣的欧洲女家庭教师工作尽职尽责，但是她也似乎正在那里教授着奇怪的思想。;;;;;;;;;;;;x
EVTDESC13230_NEWS_LONG;$COUNTRY$：在$PROVINCENAME$的大街上闲逛很危险，使馆区的一位大使被发现死在那里。警卫是在早上4点发现他的尸体的，显然是被抢劫了。但是，外国人指控当地官员没有能够尽到保护外交人员的责任。当地官员担心正式的道歉也无法安抚这些外国人，或许要给出一些切实的东西。;;;;;;;;;;;;x
EVTDESC13230_NEWS_MEDIUM;$COUNTRY$：在$PROVINCENAME$的大街上闲逛很危险，使馆区的一位大使被发现死在那里。警卫是在早上4点发现他的尸体的，显然是被抢劫了。;;;;;;;;;;;;x
EVTDESC13230_NEWS_SHORT;$COUNTRY$：在大街上闲逛很危险，一位外国大使被发现死在那里。警卫是在早上4点发现他的尸体的，显然是被抢劫了。;;;;;;;;;;;;x
