#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
EVTNAME5002;斯坦利杯;;;;;;;;;;;;x
EVTDESC5002;来自普雷斯顿的斯坦利爵士出任加拿大总督的时候痴迷于冰球，这项起源于曲棍球的运动。这座奖杯是他在1892年捐赠出来的，成为一个加拿大一流的业余冰球俱乐部的奖项。;;;;;;;;;;;;x
EVTOPTA5002;这可能会开始流行……;;;;;;;;;;;;x
EVTNAME5001;世界杯;;;;;;;;;;;;x
EVTDESC5001;乌拉圭刚刚举办了第一届足球世界杯，并取得了辉煌的成功。虽然很多欧洲国家没有参与，但仍然是一场伟大的足球盛宴。最最最重要的是，决赛中乌拉圭4-2战胜阿根廷！;;;;;;;;;;;;x
EVTOPTA5001;荣耀属于乌拉圭！;;;;;;;;;;;;x
EVTNAME5000;第一届足总杯;;;;;;;;;;;;x
EVTDESC5000;随着一场激烈的比赛，第一届足总杯开始于伦敦的肯辛顿球场。一个吃惊的结果是，博尔顿流浪者队以1比0战胜皇家恩格尼尔队获得了冠军。;;;;;;;;;;;;x
EVTOPTA5000;人们会喜欢它的！;;;;;;;;;;;;x
DEFINE_ADMIRAL_EFFECT;$NAME$上将将为您服务（$PER$$BAC$）\n;;;;;;;;;;;;x
DEFINE_GENERAL_EFFECT;$NAME$将军将为您服务（$PER$$BAC$）\n;;;;;;;;;;;;x
DO_NOT_HAVE_TECH_TRI;未发明$TECH$\n;;;;;;;;;;;;x
HAVE_TECH_TRI;已发明$TECH$\n;;;;;;;;;;;;x
NO_RAIL_YET;当我们根本不知道该怎么建设铁路时，我们无法鼓励进行铁路建设。;;;;;;;;;;;;x
NOT_DISC_THESE_YET;我们无法鼓励还未发明出来的工业。;;;;;;;;;;;;x
WAR_WE_ACCEPT_HEADER;外相报告;;;;;;;;;;;;x
WAR_WE_ACCEPT_1;战争！;;;;;;;;;;;;x
WAR_WE_ACCEPT_2;$MONARCHTITLE$，$BADWORD$入侵我国了！;;;;;;;;;;;;x
WAR_WE_ACCEPT_3;$AGRESSOR$宣战，;;;;;;;;;;;;x
WAR_WE_ACCEPT_4;准备战斗……;;;;;;;;;;;;x
WAR_WE_ACCEPT_5;*;;;;;;;;;;;;x
WAR_WE_ACCEPT_6;*;;;;;;;;;;;;x
WAR_WE_ACCEPT_LOG;$AGRESSOR$向我们宣战了！;;;;;;;;;;;;x
WAR_WE_ACCEPT_BTN1;好的;;;;;;;;;;;;x
WAR_WE_ACCEPT_BTN2;好的;;;;;;;;;;;;x
WAR_WE_ACCEPT_BTN3;转到;;;;;;;;;;;;x
WAR_WE_ACCEPT_MAP;战争！;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_SETUP;当某国向另一国宣战;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_HEADER;外相报告;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_1;$AGRESSOR$;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_2;$MONARCHTITLE$，$AGRESSOR$;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_3;宣战;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_4;他们的新敌人;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_5;$DEFENDER$;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_6;*;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_LOG;$AGRESSOR$向$DEFENDER$宣战了。;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_BTN1;好的;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_BTN2;好的;;;;;;;;;;;;x
WAR_OTHER_ACCEPT_BTN3;转到;;;;;;;;;;;;x
DECLWAR_LIMITED;这是一场有限战争。;;;;;;;;;;;;x
WAR_THEY_ACCEPT_SETUP;当我国向其他国家宣战;;;;;;;;;;;;x
WAR_THEY_ACCEPT_HEADER;外相报告;;;;;;;;;;;;x
WAR_THEY_ACCEPT_1;我们的宣战对象是;;;;;;;;;;;;x
WAR_THEY_ACCEPT_2;$DEFENDER$;;;;;;;;;;;;x
WAR_THEY_ACCEPT_3;*;;;;;;;;;;;;x
WAR_THEY_ACCEPT_4;*;;;;;;;;;;;;x
WAR_THEY_ACCEPT_5;*;;;;;;;;;;;;x
WAR_THEY_ACCEPT_6;*;;;;;;;;;;;;x
WAR_THEY_ACCEPT_LOG;我们向$DEFENDER$宣战了。;;;;;;;;;;;;x
WAR_THEY_ACCEPT_BTN1;好的;;;;;;;;;;;;x
WAR_THEY_ACCEPT_BTN2;好的;;;;;;;;;;;;x
WAR_THEY_ACCEPT_BTN3;转到;;;;;;;;;;;;x
WAR_THEY_ACCEPT_MAP;战争！;;;;;;;;;;;;x
LOSE_CORE_EFFECT_2;$WHO$失去$LOSE$的核心\n;;;;;;;;;;;;x
INFRA_LEVEL_HERE;基础设施水平为$VAL$%;;;;;;;;;;;;x
fascist_group;法西斯政党;;;;;;;;;;;;x
conservative_group;保守及反动党派;;;;;;;;;;;;x
socialist_group;社会主义及共产主义政党;;;;;;;;;;;;x
liberal_group;自由主义及无政府主义政党;;;;;;;;;;;;x
COALITION_WIN;$IDE$联盟在投票中获得$VAL$%的支持度，将组建政府;;;;;;;;;;;;x
COLONY_SUCCESS_SETUP;当我国成功地殖民一个地区;;;;;;;;;;;;x
COLONY_FAIL_SETUP;当我国殖民一个地区失败;;;;;;;;;;;;x
TOPBAR_INC_SPEED;加快速度;;;;;;;;;;;;x
REMOVE_TOPBAR_DEC_SPEED;加速;;;;;;;;;;;;x
TOPBAR_CLOSE_OUTLINER;关闭快捷栏;;;;;;;;;;;;x
TOPBAR_OPEN_OUTLINER;打开快捷栏;;;;;;;;;;;;x
SLOWEST_SPEED;最慢;;;;;;;;;;;;x
SLOW_SPEED;慢速;;;;;;;;;;;;x
NORMAL_SPEED;普通;;;;;;;;;;;;x
FAST_SPEED;快速;;;;;;;;;;;;x
FASTEST_SPEED;极速;;;;;;;;;;;;x
TOPBAR_DATE;目前时间\n（点击暂停）;;;;;;;;;;;;x
TOPBAR_DATE_IS_PAUSED;目前时间\n（点击取消暂停）;;;;;;;;;;;;x
TOPBAR_PAUSE_INDICATOR;游戏暂停中;;;;;;;;;;;;x
TOPBAR_SPEED_INDICATOR;目前游戏速度：$SPEED$;;;;;;;;;;;;x
PLAYER_COUNTRY_TOPBAR_RANK;$NAME$是$RANK$;;;;;;;;;;;;x
HAS_TECH_SCHOOL;当前$TECH$\n;;;;;;;;;;;;x
HAS_NOT_TECH_SCHOOL;不接受$TECH$\n;;;;;;;;;;;;x
NEW_CORE_EFFECT_TAG;$TAG$将获得所有省份的核心\n;;;;;;;;;;;;x
ANY_OWNED_LIMITED;所有符合下列条件的省份\n;;;;;;;;;;;;x
TECH_MINE_SIZE;矿井规模;;;;;;;;;;;;x
TECH_FARM_SIZE;农场规模;;;;;;;;;;;;x
USA_absolute_monarchy;美利坚王国;;;;;;;;;;;;x
USA_absolute_monarchy_ADJ;美国的;;;;;;;;;;;;x
USA_hms_government;美利坚王国;;;;;;;;;;;;x
USA_hms_government_ADJ;美国的;;;;;;;;;;;;x
USA_proletarian_dictatorship;美利坚人民共和国;;;;;;;;;;;;x
USA_proletarian_dictatorship_ADJ;美国的;;;;;;;;;;;;x
ENG_proletarian_dictatorship;工人共和国;;;;;;;;;;;;x
ENG_proletarian_dictatorship_ADJ;英国的;;;;;;;;;;;;x
BOH_democracy;捷克共和国;;;;;;;;;;;;x
BOH_democracy_ADJ;捷克的;;;;;;;;;;;;x
TUR_democracy;土耳其;;;;;;;;;;;;x
TUR_democracy_ADJ;土耳其的;;;;;;;;;;;;x
KUK_democracy;多瑙联邦;;;;;;;;;;;;x
KUK_democracy_ADJ;多瑙的;;;;;;;;;;;;x
BAV_proletarian_dictatorship;巴伐利亚苏维埃共和国;;;;;;;;;;;;x
RUS_proletarian_dictatorship;苏维埃联盟;;;;;;;;;;;;x
RUS_proletarian_dictatorship_ADJ;苏联的;;;;;;;;;;;;x
NO_TECH_SELECTED;尚未选择国家;;;;;;;;;;;;x
IS_CIVILIZED;是开化国家;;;;;;;;;;;;x
IS_NOT_CIVILIZED;是未开化国家;;;;;;;;;;;;x
IS_INDEP;未受外国影响;;;;;;;;;;;;x
IS_NOT_INDEP;受外国影响;;;;;;;;;;;;x
ELECTION_INFO_IN_GOV;选举进行中;;;;;;;;;;;;x
REGIMENT_POP_NAME;$POP$第$NUM$$TYPE$旅;;;;;;;;;;;;x
REGIMENT_HOME_NAME;$HOME$第$NUM$$TYPE$旅;;;;;;;;;;;;x
SUBUNIT_POP;来自$LOCATION$的$CULTURE$$TYPE$;;;;;;;;;;;;x
army_tech_research_bonus;陆军科技研究;;;;;;;;;;;;x
commerce_tech_research_bonus;商业科技研究;;;;;;;;;;;;x
culture_tech_research_bonus;文化科技研究;;;;;;;;;;;;x
industry_tech_research_bonus;工业科技研究;;;;;;;;;;;;x
navy_tech_research_bonus;海军科技研究;;;;;;;;;;;;x
THERE_ARE_BACKING;$VAL$的民众需要这项改革。;;;;;;;;;;;;x
ORG_EXPLANATION_TT;这项数值越高，起义暴动就越猛烈。;;;;;;;;;;;;x
COLONIAL_MIGRATION_TECH;殖民迁移;;;;;;;;;;;;x
COMBAT_WIDTH_TECH;战术宽度;;;;;;;;;;;;x
PLURALITY_EXPLANATION;多元性是指我国的觉醒程度。种种或成功或失败的经历提醒着人民去争取获得那个名为自由的东西。;;;;;;;;;;;;x
REMOVE_REVANCHISM_EXPLANATION;这个词汇来源于法语“复仇”，复仇主义是指拿回那些原本曾经属于我们的土地。我们的人民愿意为了达成这个目标付出更多的牺牲。;;;;;;;;;;;;x
GAIN_PROVINCE;从$WHO$取得$WHERE$\n;;;;;;;;;;;;x
build_kiel_canal_title;建造基尔运河;;;;;;;;;;;;x
build_kiel_canal_desc;在波罗的海和北海之间建造一条运河对我们的货运有着极大地帮助，而且我们基尔将变得具有战略意义。;;;;;;;;;;;;x
build_suez_canal_title;建造苏伊士运河;;;;;;;;;;;;x
build_suez_canal_desc;对远东和印度洋的航运一直以来都是一个巨大的问题，我们需要绕过非洲好望角才能抵达那边。但如果建好了苏伊士运河，那将大大缩短我们通往亚洲的航程，这将是一个具有伟大意义的现代工程。;;;;;;;;;;;;x
build_panama_canal_title;建造巴拿马运河;;;;;;;;;;;;x
build_panama_canal_desc;修筑这条大运河的建议可以追溯到这片地区第一次被发现的时刻，整个南北美洲就属这里最为狭长，借助于现代工程学在这里建设一条运河，我们能够将大西洋到太平洋的航程缩短数天。;;;;;;;;;;;;x
REVANCHISM_LOWER;复仇主义小于$VAL$\n;;;;;;;;;;;;x
REVANSCHISM_ATLEAST;复仇主义大于$VAL$\n;;;;;;;;;;;;x
CANAL_1;基尔运河;;;;;;;;;;;;x
CANAL_2;苏伊士运河;;;;;;;;;;;;x
CANAL_3;巴拿马运河;;;;;;;;;;;;x
ENABLE_CANAL;建造$NAME$！\n;;;;;;;;;;;;x
CANAL_NOT_ENABLED;$NAME$尚未建造;;;;;;;;;;;;x
CANAL_ENABLED;$NAME$已存在;;;;;;;;;;;;x
ADMINISTRATIVE_TAX_EFFICIENCY;行政税收效率：$VALUE$%;;;;;;;;;;;;x
AVG_MIL_ON_MAP;平均斗争性：$VALUE$;;;;;;;;;;;;x
POP_PRODUCED;制造：$VAL$;;;;;;;;;;;;x
POP_SOLD;出售：$VAL$;;;;;;;;;;;;x
POP_SOLD_DOMESTIC;销售（国内）：$VAL$;;;;;;;;;;;;x
POP_SOLD_EXPORT;销售（出口）：$VAL$;;;;;;;;;;;;x
POP_WANT_BOUGHT;购买：$VAL$;;;;;;;;;;;;x
POP_WANT_BUY;需求：$VAL$;;;;;;;;;;;;x
POP_WANT_AFFORD;购买能力：$VAL$;;;;;;;;;;;;x
POP_PRODUCER_MARKET;制造者;;;;;;;;;;;;x
POP_WORLD_MARKET;全球市场;;;;;;;;;;;;x
OR_TRIG_SHORT;并行条件;;;;;;;;;;;;x
GENERAL;将军;;;;;;;;;;;;x
ADMIRAL;海军上将;;;;;;;;;;;;x
CURR_COMB_STR;现有兵力为;;;;;;;;;;;;x
CURR_COMB_ORG;组织度为;;;;;;;;;;;;x
UW_ASSIGN;自动分配;;;;;;;;;;;;x
RANK_PRESTIGE;威望;;;;;;;;;;;;x
RANK_PRESTIGE_D;威望会随着你国内文化方面的发展逐渐积累。;;;;;;;;;;;;x
RANK_INDUSTRY;工业;;;;;;;;;;;;x
RANK_INDUSTRY_D;工业评价代表着你的工业化程度，这由你国内的工厂数量和商品生产总值决定。;;;;;;;;;;;;x
RANK_MILITARY;军事;;;;;;;;;;;;x
RANK_MILITARY_D;军事是指你的军事力量，这由你的军队规模和装备水平来决定。;;;;;;;;;;;;x
RANK_TOTAL_D;八个评价最高的国家被称之为列强，他们能影响和控制实力较差的国家。实力稍弱的八个国家被称之为次强，他们有能力进行殖民，在特定时刻也有着挑战列强的实力。其余的国家根据西化与否，分为开化国家和未开化国家。;;;;;;;;;;;;x
TYPE_SPECIAL;其他;;;;;;;;;;;;x
COVIEW_ORG_VALUE;现有组织度水平;;;;;;;;;;;;x
COVIEW_STR_NAVAL;舰队舰只数量;;;;;;;;;;;;x
COVIEW_STR_LAND;在这一面战斗的士兵总数;;;;;;;;;;;;x
MAY_NOT_RETREAT;这是不可能的，也是不光荣的，在你试图撤退的时候敌人不会收手;;;;;;;;;;;;x
COMBAT_DICE;本阶段这一面的死亡累计;;;;;;;;;;;;x
COMBAT_TERRAIN;地形惩罚（攻击不利）;;;;;;;;;;;;x
COMBAT_CROSSING;强渡河流和抢滩登陆都对攻击方相当不利;;;;;;;;;;;;x
COMBAT_DIGIN;防御方完备的战壕系统对攻击方相当不利;;;;;;;;;;;;x
PRODUCTION_COST_BUILD;建设成本：$VAL$;;;;;;;;;;;;x
PRODUCTION_COST_INPUT;投入成本：$VAL$;;;;;;;;;;;;x
PRODUCTION_NO_PROJECT;没有计划;;;;;;;;;;;;x
PRODUCTION_PROJECT_MONEY;该计划已获得$MONEY$ぃ芗菩枰Y$NEED$ぁ?;;;;;;;;;;;x
WAR_HAS_COMPLETE_VICTORY;完全的胜利;;;;;;;;;;;;x
DIPLOMACY_CAN_INTERVENE;战争干涉;;;;;;;;;;;;x
DIPLOMACY_CANNOT_INTERVENE;战争干涉\n我们不能加入这一方因为：;;;;;;;;;;;;x
DIPLOMACY_OPINION_INFLUENCE;$GP$的评价：$OPINION$;;;;;;;;;;;;x
DIPLOMACY_OPINION_INFLUENCE2;$GP_ADJ$影响力：$VALUE$;;;;;;;;;;;;x
DIPLOMACY_SET_PRIO_DESC;影响力代表了一个列强对其他国家决策的影响能力。;;;;;;;;;;;;x
DIPLOMACY_PRIMARYCULTURE_DESC;主体民族决定了谁才是国家的一等公民;;;;;;;;;;;;x
DIPLOMACY_ACCEPTEDCULTURE_DESC;可接受民族是指我国所能接受的民族;;;;;;;;;;;;x
PROJECT_BUILD;建造;;;;;;;;;;;;x
PROJECT_REOPEN;重开;;;;;;;;;;;;x
PROJECT_EXPAND;扩建;;;;;;;;;;;;x
EVTNAME22500;股市崩溃！;;;;;;;;;;;;x
EVTDESC22500;这是让$COUNTRY$暗淡的一天，$CAPITAL$的金融区为投机泡沫破灭的冲击而震惊。房地产价格在过去的一年半内飞速上涨，一些分析人士多次警告说物价已经由于通货膨胀而处在不自然的高位，身处牛市的玩家们却对一切警告充耳不闻。政府内部已经出现了要求加强银行和货币监管的声音，它们要求结束这场所谓“狗咬狗式的资本主义的失败”。;;;;;;;;;;;;x
EVTOPTA22500;监管！增税！查封！恐慌！;;;;;;;;;;;;x
