#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
RECRUITED_PERCENTAGE_LESS_THAN;少于?Y$VAL$?W%的士兵已被招募\n;;;;;;;;;;;;x
RECRUITED_PERCENTAGE_MORE_THAN;至少?Y$VAL$?W%的士兵已被招募\n;;;;;;;;;;;;x
SEPARATISM_TECH;分离主义;;;;;;;;;;;;x
INC_RES_TECH;研究点数;;;;;;;;;;;;x
TOTAL_POPS_NOT_TR;在$WHERE$的人群少于?Y$VAL$?W\n;;;;;;;;;;;;x
TOTAL_POPS_TR;在$WHERE$的人群多于?Y$VAL$?W\n;;;;;;;;;;;;x
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;用于?Y教育开支?W的经费超过了行政开支\n;;;;;;;;;;;;x
IS_CRIME_HIGHER_THAN_EDU_TR;用于?Y行政开支?W的经费超过了教育开支\n;;;;;;;;;;;;x
ANY_AT_WAR_STARTS;处于战争状态的国家;;;;;;;;;;;;x
REBEL_POWER_LESS_THAN;叛乱危险低于?Y$VAL$%?W;;;;;;;;;;;;x
REBEL_POWER_MORE_THAN;叛乱危险高于?Y$VAL$%?W;;;;;;;;;;;;x
POP_TYPE_PERC_NOT;$NAME$低于?Y$VAL$%?W\n;;;;;;;;;;;;x
POP_TYPE_PERC;$NAME$高于?Y$VAL$%?W\n;;;;;;;;;;;;x
MAJORITY_IS;多数民众是;;;;;;;;;;;;x
MAJORITY_IS_NOT;多数民众不是;;;;;;;;;;;;x
ICL;冰岛;;;;;;;;;;;;x
ICL_ADJ;冰岛的;;;;;;;;;;;;x
ISR;以色列;;;;;;;;;;;;x
ISR_ADJ;以色列的;;;;;;;;;;;;x
BYZ;拜占庭;;;;;;;;;;;;x
BYZ_ADJ;拜占庭的;;;;;;;;;;;;x
BYZ_conservative;国民党;;;;;;;;;;;;x
BYZ_reactionary;巴列奥略派;;;;;;;;;;;;x
BYZ_liberal;自由党;;;;;;;;;;;;x
BYZ_anarcho_liberal;新党;;;;;;;;;;;;x
BYZ_socialist;拜占庭社会党;;;;;;;;;;;;x
BYZ_communist;拜占庭共产党;;;;;;;;;;;;x
BYZ_fascist;罗马复兴党;;;;;;;;;;;;x
ISR_conservative;自由派;;;;;;;;;;;;x
ISR_reactionary;宗教联合阵线;;;;;;;;;;;;x
ISR_liberal;进步党;;;;;;;;;;;;x
ISR_anarcho_liberal;普通锡安派;;;;;;;;;;;;x
ISR_socialist;以色列国土工人党;;;;;;;;;;;;x
ISR_communist;以色列共产党;;;;;;;;;;;;x
ISR_fascist;强者联盟;;;;;;;;;;;;x
ICL_conservative;独立党;;;;;;;;;;;;x
ICL_reactionary;公民党;;;;;;;;;;;;x
ICL_liberal;进步党;;;;;;;;;;;;x
ICL_anarcho_liberal;最棒党;;;;;;;;;;;;x
ICL_socialist;社会民主党;;;;;;;;;;;;x
ICL_communist;冰岛共产党;;;;;;;;;;;;x
ICL_fascist;国家主义党;;;;;;;;;;;;x
ANY_CORE_LIMITED;部分核心省份\n;;;;;;;;;;;;x
ANY_CORE_NORMAL;所有核心省份\n;;;;;;;;;;;;x
POLITICS_NOT_BEFORE;我们在?Y$DATE$?W之前不能改变执政党;;;;;;;;;;;;x
POLITICS_NOT_ACCEPTED;我们的政体不允许?Y$WHICH$?W党派;;;;;;;;;;;;x
RELEASE_PRESTIGE;威望：;;;;;;;;;;;;x
RELEASE_INFAMY;恶名：;;;;;;;;;;;;x
PROV3247;西夏威夷;;;;;;;;;;;;x
PROV3248;西麦哲伦海峡;;;;;;;;;;;;x
EVTDESC1002;一群自由派对他们缺少经济自由感觉不快，再加上议会改革停滞，决定组建$COUNTRY_ADJ$新政党。无政府主义者们是思想前卫的自由派，他们会毫不犹豫地使用一切必要手段在$COUNTRY$国内外实现思想自由和贸易自由。;;;;;;;;;;;;x
SOMEONE_HAS_ADDED_STATUS_QUO;一旦某方提出了?Y维持现状?W的战争目标，则我们无法再增加战争目标;;;;;;;;;;;;x
NO_INTERVENTION_NOT_ENOUGH_OPINION;要想干涉一场战争，目标国家对我们的评价至少需要达到?Y$REQLEVEL$?W;;;;;;;;;;;;x
peking_convention_title;中俄北京条约;;;;;;;;;;;;x
peking_convention_desc;自签订尼布楚条约（1689）以来，俄罗斯帝国承认额尔古纳河和外兴安岭山脉是俄罗斯与中国之间的天然边界。在19世纪中期，俄国将势力范围超出了这个边界，夺取外兴安岭山脉和阿穆尔河一带广阔的土地。后来西方国家和中国发生了第二次鸦片战争，结果烧掉了中国皇帝的夏宫，并进入北京。一个名叫尼古拉·伊格涅托夫的狡猾的少将欺骗中国人，让他们相信只有俄罗斯的支持才可以让联军撤离北京。代价是签订北京条约，承认穆拉维约夫所占领的土地，以及将乌苏里江至太平洋之间的土地割让予俄国。因此，俄罗斯已经不费一枪一弹获得约35万平方公里的领土。;;;;;;;;;;;;x
russian_vladivostok_title;东方主宰者;;;;;;;;;;;;x
