#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
AI_FEARS_US_TITLE1;$TAG_0_0_UPPER$惧怕我国力量！;;;;;;;;;;;;x
AI_FEARS_US_DESC1_LONG;我们的通讯员从$TAG_0_0$发来未经证实的消息。有不愿意透露姓名的人士称，近几个月来在他们国家的首都已经举行了多场有军方高层参与的会议。这些会议的主要议题是就可能来自我国的宣战和入侵行动进行战役推演。他们讨论了反击方法，甚至必要情况下的游击战方法也在其列。显然$TAG_0_0_ADJ$军方的首脑们已经在做最坏的打算。似乎他们非常惧怕我们！;;;;;;;;;;;;x
AI_FEARS_US_DESC1_MEDIUM;来自$TAG_0_0$的不愿意透露姓名的人士称其政府正在做最坏的打算。他们认为有可能会遭到来自我国的宣战和入侵，而他们的军方高层认为我们的军事实力令人畏惧！;;;;;;;;;;;;x
AI_FEARS_US_DESC1_SHORT;来自$TAG_0_0$的不愿意透露姓名的人士称该国在首都举行了一系列军事会议。似乎他们认为我国很有可能入侵他们！;;;;;;;;;;;;x
AI_FEARS_US_TITLE2;$TAG_0_0$惧怕我们的逼近！;;;;;;;;;;;;x
AI_FEARS_US_DESC2_LONG;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！通过对该国和我国紧张关系的深入分析以及两国相关军事实力的细致比较，作者得出了两国很快就将爆发战争的结论，而一旦那一天到来，$TAG_0_0$的存亡会受到巨大威胁。$TAG_0_0$上下阶层的公民一致要求他们的政府寻求与某个列强结盟以减少我们日益逼近带来的威胁。;;;;;;;;;;;;x
AI_FEARS_US_DESC2_MEDIUM;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！通过对该国和我国紧张关系的深入分析以及两国相关军事实力的细致比较，作者得出结论：若没有其他国家的保障，两国之间的战争将难以避免。;;;;;;;;;;;;x
AI_FEARS_US_DESC2_SHORT;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！文章在对两国的紧张关系进行分析后，得出了两国难免一战的结论。;;;;;;;;;;;;x
AI_FEARS_US_TITLE3;$TAG_0_0_ADJ$羞辱！;;;;;;;;;;;;x
AI_FEARS_US_DESC3_LONG;偏见和仇恨主导了$TAG_0_0$。日益增长的仇恨在周一达到了高潮。$TAG_0_0_ADJ$外相在我国驻$TAG_0_0$使馆的草坪上羞辱了我国大使。我国外相被问到对此事的看法时说：“这件事充分证明了我们根本不能指望他们能表现出文明人的礼仪。野蛮人和暴徒统治了$TAG_0_0$，此等宵小不除则天下一日不安。”虽然现在两国还未断交，但是战争恐怕不可避免。;;;;;;;;;;;;x
AI_FEARS_US_DESC3_MEDIUM;偏见和仇恨主导了$TAG_0_0$。周一$TAG_0_0_ADJ$外相羞辱了我国大使。我国外相说：“野蛮人和暴徒统治了$TAG_0_0$，此等宵小不除则天下一日不安。”;;;;;;;;;;;;x
AI_FEARS_US_DESC3_SHORT;周一$TAG_0_0_ADJ$外相侮辱了我国大使。野蛮人和暴徒统治了$TAG_0_0$，此等宵小不除则天下一日不安。;;;;;;;;;;;;x
AI_FEARS_OTHER_TITLE1;$TAG_0_0_ADJ$恐惧;;;;;;;;;;;;x
AI_FEARS_OTHER_DESC1_LONG;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！通过对该国和我国紧张关系的深入分析以及两国相关军事实力的细致比较，作者得出了两国很快就将爆发战争的结论，而一旦那一天到来，$TAG_0_0$的存亡会受到巨大威胁。$TAG_0_0$上下阶层的公民一致要求他们的政府寻求与某个列强结盟以减少$TAG_0_1$带来的威胁。;;;;;;;;;;;;x
AI_FEARS_OTHER_DESC1_MEDIUM;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！通过对该国和我国紧张关系的深入分析以及两国相关军事实力的细致比较，作者得出结论：若没有其他国家的保障，两国之间的战争将难以避免。;;;;;;;;;;;;x
AI_FEARS_OTHER_DESC1_SHORT;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！文章在对两国紧张关系进行分析后，得出了两国难免一战的结论。;;;;;;;;;;;;x
AI_FEARS_OTHER_TITLE2;$TAG_0_0_ADJ$恐惧;;;;;;;;;;;;x
AI_FEARS_OTHER_DESC2_LONG;据$TAG_0_0_ADJ$政府的内部消息，高层弥漫着一股危机感。许多人预测他们的国家与$TAG_0_1$之间的争端将导致国际冲突，届时$TAG_0_0$方面将胜算渺茫。因此，坊间传言他们正在考虑不得不战的可能性，并为此积极做战备。恐惧的情绪似乎也感染到了国民，他们害怕一旦战败，国家将遭灭顶之灾。;;;;;;;;;;;;x
AI_FEARS_OTHER_DESC2_MEDIUM;$TAG_0_0_ADJ$官员一想到最近$TAG_0_1$的一系列举动就眉头紧锁。许多人都警惕地关注着$TAG_0_1_ADJ$动向，害怕最终到来的战争将导致国家遭受灭顶之灾。;;;;;;;;;;;;x
AI_FEARS_OTHER_DESC2_SHORT;当地报道显示，似乎$TAG_0_0_ADJ$官民上下普遍畏惧$TAG_0_1$的军力。详见第四版。;;;;;;;;;;;;x
AI_LOVES_US_TITLE1;$TAG_0_0$——我们最好的朋友;;;;;;;;;;;;x
AI_LOVES_US_DESC1_LONG;你会把一个$TAG_0_0_ADJ$公民当成你最好的朋友吗？也许吧。但是，很明显他们把我们当成结交的对象而不是对手！在我国首都许多外交家和使节都表示一旦战争爆发我们两国应当结为盟友。“时值乱世我们更应互相扶持，尤其当我们环目四顾，边境无一睦邻之时，盟友之情更显弥足珍贵！”一个外交家在接受采访时如是说。;;;;;;;;;;;;x
AI_LOVES_US_DESC1_MEDIUM;驻我国的$TAG_0_0_ADJ$大使公开声明建议我们两个伟大的国家缔结盟约。根据官方透露，最近两国关系达到了历史新巅峰，近期将可能在军事互助方面达成共识。;;;;;;;;;;;;x
AI_LOVES_US_DESC1_SHORT;我国与$TAG_0_0$之间的关系正前所未有的融洽。政治分析家们都一致认为我们是亲密的伙伴和潜在的战时盟友。;;;;;;;;;;;;x
AI_LOVES_US_TITLE2;$TAG_0_0$和我们并肩共行！;;;;;;;;;;;;x
