#Powered_by_ParaTranz
LEDGER_COUNTRY_NAME;国家
LEDGER_COUNTRY_MILSCORE;军事分数
LEDGER_COUNTRY_INDSCORE;工业分数
LEDGER_COUNTRY_PRESTIGE;威望
LEDGER_COUNTRY_TOTALSCORE;总分数
LEDGER_HEADER_PROVINCES;省份
LEDGER_PROVINCE_NAME;省份
LEDGER_PROVINCE_TOTALPOP;总人口
LEDGER_PROVINCE_AVGMIL;平均斗争性
LEDGER_PROVINCE_AVGCON;平均觉醒度
LEDGER_PROVINCE_AVGLIT;平均识字率
LEDGER_PROVINCE_RELIGION;宗教
LEDGER_PROVINCE_CULTURE;民族
LEDGER_PROVINCE_ISSUE;政见
LEDGER_PROVINCE_IDEOLOGY;意识形态
LEDGER_HEADER_PROVINCE_POPS;省份人口
LEDGER_HEADER_ARMY;军队
LEDGER_ARMY_NAME;军队
LEDGER_ARMY_INFANTRY;步兵
LEDGER_ARMY_CAVALRY;骑兵
LEDGER_ARMY_ARTILLERY;炮兵
LEDGER_HEADER_GOODS_PRICEHISTORY;价格历史
LEDGER_COUNTRY_STATUS;地位
LEDGER_HEADER_COUNTRYCOMPARE;国家对比
LEDGER_COUNTRY_TOTAL_POP;总人口
LEDGER_COUNTRY_PROVCOUNT;省份
LEDGER_COUNTRY_FACTORYCOUNT;工厂
LEDGER_COUNTRY_LITERACY;识字率
LEDGER_COUNTRY_LEADERSHIP;领导力
LEDGER_COUNTRY_DIVISIONS;步兵旅
LEDGER_COUNTRY_SHIPS;海军舰船
LEDGER_HEADER_COUNTRYPARTY;政治制度
LEDGER_COUNTRY_GOVERNMENT;政体
LEDGER_COUNTRY_NATIONALVALUE;国家价值
LEDGER_COUNTRY_RULINGPARTY;执政党
LEDGER_COUNTRY_RULINGIDEOLOGY;执政党意识形态
LEDGER_HEADER_COUNTRYPOLITICALREFORMS;政治改革
LEDGER_HEADER_COUNTRYSOCIALREFORMS;社会改革
LEDGER_HEADER_COUNTRY_POPS;国家人口
LEDGER_HEADER_PROVINCEPRODUCTION;省份生产
LEDGER_STATE_NAME;地区
LEDGER_GOODS;物资
LEDGER_OUTPUT;产量
LEDGER_INCOME;收益
LEDGER_EMPLOYED;雇佣工人
LEDGER_LEVEL;等级
LEDGER_HEADER_FACTORYPRODUCTION;工厂生产
BUDGET;财政
BUDGET_TAX_POOR;底层税入
BUDGET_TAX_POOR_DESC
BUDGET_TAX_MIDDLE;中产税入
BUDGET_TAX_MIDDLE_DESC
BUDGET_TAX_RICH;上层税入
BUDGET_TAX_RICH_DESC
BUDGET_TOTAL_FUNDS;总资产
BUDGET_TOTAL_DEBT;总债务
BUDGET_TAKE_LOAN;申请贷款
BUDGET_REPAY_LOAN;偿还贷款
BUDGET_DAILY_INCOME;每日收入
BUDGET_DAILY_EXPENSES;每日支出
BUDGET_MILITARY_COST;军事开支
BUDGET_NATIONAL_STOCKPILE;仓储开支
BUDGET_INDUSTRIAL_SUBSIDIES;工业补贴
BUDGET_TARIFFS;关税
BUDGET_DAILY_BALANCE;每日预计收支
BUDGET_GOLD_DESC
BUDGET_MIL_COST_DESC
BUDGET_NAT_STOCK_DESC
BUDGET_IND_SUP_DESC
BUDGET_EDUCATION_DESC
BUDGET_ADMIN_DESC
BUDGET_SOCIAL_SPEND_DESC
BUDGET_MIL_SPEND_DESC
BUDGET_TARIFF_DESC
BUDGET_TOTAL_FUNDS_DESC
BUDGET_BALANCE_DESC
BUDGET_DEBT_DESC
BUDGET_NATIONAL_BANK_DESC
BUDGET_INTEREST_DESC
BUDGET_CLOSE_WINDOW;关闭财政窗口
BUDGET_TOTAL_EXPENSE;总支出：?Y$VAL$?W
BUDGET_SLIDER_ADMINISTRATION;行政开支：?Y$VAL$?W
BUDGET_EXPENSE_SLIDER_EDUCATION;教育开支：?Y$VAL$?W
BUDGET_SLIDER_SOCIAL_SPENDING;社会开支：?Y$VAL$?W
BUDGET_SLIDER_MILITARY_SPENDING;军事开支：?Y$VAL$?W
BUDGET_INTEREST;支付利息：?Y$VAL$?W
REMOVE_BUDGET_IMPORTS;进口消耗：?Y$VAL$?W
BUDGET_SUPPLYCOSTS;补给消耗：?Y$VAL$?W
BUDGET_TAX;?Y$VAL$?W
BUDGET_BASE_TAX;基本征税效率：?Y$VAL$?W%
BUDGET_TECH_TAX;来自科技：?Y$VAL$%?W
BUDGET_STRATA_NEED;?Y$VAL$?W%能够获得$TYPE$
BUDGET_STRATA_NO_NEED;?Y$VAL$?W%无法获得任何物资
BUDGET_TOTAL_INCOME;总收入：?Y$VAL$?W
TAXES_POOR;贫困阶层税收：?Y$VAL$?W
TAXES_MIDDLE;中产阶层税收：?Y$VAL$?W
TAXES_RICH;富裕阶层税收：?Y$VAL$?W
TARIFFS_INCOME;关税：?Y$VAL$?W
REMOVE_BUDGET_EXPORTS;出口：?Y$VAL$?W
BUDGET_GOLD;黄金：?Y$VAL$?W
BUDGET_ADMIN_EFFICIENCY;行政效率：?Y$PERC$%?W
BUDGET_ADMIN_EFFICIENCY_DESC;我们国民中有?Y$PERC$%?W的人是?Y官僚?W\n为了达到最高的行政效率，我们需要至少?Y$MAX$%?W的官僚?W\n
ADM_EXPLAIN_DESC;这一所需百分比基于以下各项\n
SHADOWY_INVESTOR;私人投资者
GUNBOAT_ALERT;$COUNTRY$用他们的海军力量迫使我们每天偿还债务$VALUE$ぁ?!
BUDGET_COUNTRY;国家
BUDGET_AMOUNT;总额
BUDGET_LOANS_TAKEN;借款
BUDGET_LOANS_GIVEN;放贷
DIPLOMATIC_BALANCE_DESC;外交收支
BUDGET_LOAN_CANT_REPAY;我们已经没有资金偿还债务
BUDGET_CANT_LOAN;没有可用资金借贷给你
WORLD_YEAR;公元$YEAR$年的世界
FE_PLAYABLE_COUNTRIES;可选国家
FE_COUNTRY;国家
FE_WARS;战争:
FE_POP;人群
FE_IDEOLOGY;意识形态
FE_INDUSTRY;工业:
FE_PRESTIGE;威望:
FE_RANK;排名
FE_SCORE;分数
SAVE_PROG;存档处理进度：$VALUE$%
TRANSERING_SAVE;开始传输存档……
LOADING_LOCAL_SAVE;读取本地存档……
PLR_DISC;玩家?Y$NAME$?W离开了游戏。
PLR_CONNECT;玩家?Y$NAME$?W加入了游戏。
REVERT_SAVE_CAL;返回默认数据库。
SAVE_TRANSFER_DONE;游戏存档传输完毕。
LOADING_MAP_SPRITES;读取地图……
LOADING_GUI_DEF;读取图形界面……
LOADING_DATABASES;读取数据库……
LOADING_DATABASES2;读取数据库II……
INIT_MAP_LOGIC;初始化地图……
CREATING_CHKSUM;创建校验点……
LOADING_HISTORY;读取历史文件……
LOADING_SOUNDS;读取声音……
PROC_FLAGS;处理变量……
LOAD_FLAGS;载入变量……
LOAD_GFX;读取图像……
CREATING_THE_WORLD;创建世界……
CREATING_TREES;创建树木……
CREATING_BORDERS;创建边界……
CREATING_RIVERS;创建河流……
MAP_PROPERLY_INIT;地图完全初始化……
CREATING_PROVINCE;创建省份#
CREATING_TEXTS;创建文本……
LOAD_EVENTS;读取事件……
ADAPTING_HISTORY;调节历史……
CALC_PATHS;计算路径……\n这可能需要几分钟
FE_TOGGLE;快速开始
FE_TOGGLE_NORMAL;自定义开始
FE_SETTING_DIPLOMACY;外交
FE_SETTING_PRODUCTION;生产
FE_SETTING_POLITICS;政治
FE_SETTING_INTEL;情报
FE_SETTING_TECHNOLOGY;科技
FE_SETTING_UNITINTERFACE;军队
DIFF_VERY_EASY;非常简单
DIFF_EASY;简单
DIFF_NORMAL;正常
DIFF_HARD;困难
DIFF_VERY_HARD;非常困难
CORE_PAUSED;暂停
SM_SETTINGS;设置
