#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
EVTNAME19356;以战止战;;;;;;;;;;;;x
EVTDESC19356;我们已经步入了前所未有的战乱年代，这一点正在变得越来越明显。这个时代的冲突已经不仅仅限于某地，而是扩展到了世界的每一个角落。考虑到相关国家会面临不断增长的风险和敌对行为造成的令人恐惧的影响，已经没有任何压抑自身的必要了。\n\n 从现在开始世界大战可以让胜势明显的一方添加更多的战争借口。;;;;;;;;;;;;x
EVTOPTA19356;先生们，我要求的仅仅是一场战争，一场能够让地狱也开始颤栗的战争;;;;;;;;;;;;x
EVTDESC19356_NEWS_LONG;我们已经步入了前所未有的战乱年代，这一点正在变得越来越明显。这个时代的冲突已经不仅仅限于某地，而是扩展到了世界的每一个角落。考虑到相关国家会面临不断增长的风险和敌对行为造成的令人恐惧的影响，已经没有任何压抑自身的必要了。;;;;;;;;;;;;x
EVTDESC19356_NEWS_MEDIUM;我们已经步入了前所未有的战乱年代，这一点正在变得越来越明显。这个时代的冲突已经不仅仅限于某地，而是扩展到了世界的每一个角落。考虑到相关国家会面临不断增长的风险和敌对行为造成的令人恐惧的影响，已经没有任何压抑自身的必要了。;;;;;;;;;;;;x
EVTDESC19356_NEWS_SHORT;我们已经步入了前所未有的战乱年代，这一点正在变得越来越明显。;;;;;;;;;;;;x
ASSIMILATE_EFFECT;同化州内所有人群\n;;;;;;;;;;;;x
WORLD_WARS_ENABLE_DESC;战争可以成为世界大战;;;;;;;;;;;;x
WORLD_WARS_ENABLED_DESC;世界大战已启用;;;;;;;;;;;;x
WORLD_WARS_DISABLED_DESC;世界大战未启用;;;;;;;;;;;;x
SM_WINDOW;窗口模式;;;;;;;;;;;;x
SM_WINDOWED;窗口模式;;;;;;;;;;;;x
SM_FULLSCREEN;全屏模式;;;;;;;;;;;;x
SM_BORDERLESS;窗口全屏;;;;;;;;;;;;x
IGNORE_DECISION_ON;这项决议的可行性通知已关闭。\n\n点击更改通知状态。?;;;;;;;;;;;;x
IGNORE_DECISION_OFF;这项决议的可行性通知已开启。\n\n点击更改通知状态。?;;;;;;;;;;;;x
SPLITINHALF;分成两队;;;;;;;;;;;;x
SPLITINHALF_DRO;分成两队将把当前单位分割为大致规模相等的两个单位并选取其中规模较大的一个单位。;;;;;;;;;;;;x
