#Powered_by_ParaTranz
GREAT_WARS_ENABLED_DESC;可以发动世界大战
GREAT_WARS_DISABLED_DESC;还不可以发动世界大战
GREAT_WARS_ENABLE_DESC;战争可以演变为世界大战！
GREAT_WAR_NAME;$ORDER$世界大战
GW_DISCOVERED_SETUP;可以发动世界大战时
GW_DISCOVERED_HEADER;可以发动世界大战！
GW_DISCOVERED_1;可以发动世界大战！
GW_DISCOVERED_2;从现在开始，
GW_DISCOVERED_3;每一场双方各有至少两个超级大国的战争
GW_DISCOVERED_4;都将演变为
GW_DISCOVERED_5;?Y世界大战?!
GW_DISCOVERED_6;*
GW_DISCOVERED_BTN1;好的
GW_DISCOVERED_BTN2;好的
GW_DISCOVERED_BTN3;转到
GW_DISCOVERED_LOG;可以发动世界大战
WAR_GAIN_GW_STATUS_SETUP;当我们的战争成为世界大战
WAR_GAIN_GW_STATUS_HEADER;世界大战！
WAR_GAIN_GW_STATUS_1;$WAR$
WAR_GAIN_GW_STATUS_2;成为了
WAR_GAIN_GW_STATUS_3;?Y世界大战?!
WAR_GAIN_GW_STATUS_4;*
WAR_GAIN_GW_STATUS_5;*
WAR_GAIN_GW_STATUS_6;*
WAR_GAIN_GW_STATUS_BTN1;好的
WAR_GAIN_GW_STATUS_BTN2;好的
WAR_GAIN_GW_STATUS_BTN3;转到
WAR_GAIN_GW_STATUS_LOG;$WAR$成为了?Y世界大战?!
WAR_LOST_GW_STATUS_SETUP;当我们的战争不再是世界大战
WAR_LOST_GW_STATUS_HEADER;不再是世界大战！
WAR_LOST_GW_STATUS_1;$WAR$
WAR_LOST_GW_STATUS_2;不再是
WAR_LOST_GW_STATUS_3;世界大战。
WAR_LOST_GW_STATUS_4;*
WAR_LOST_GW_STATUS_5;*
WAR_LOST_GW_STATUS_6;*
WAR_LOST_GW_STATUS_BTN1;好的
WAR_LOST_GW_STATUS_BTN2;好的
WAR_LOST_GW_STATUS_BTN3;转到
WAR_LOST_GW_STATUS_LOG;$WAR$不再是?Y世界大战?!
GW_INTERVENE_MIN_RELATIONS;我们与?Y$TARGET$?!关系必须至少达到?G$MIN$?!现在是?Y$VAL$?!
GW_INTERVENE_MAX_EXHAUSTION;我们的厌战程度不能超过?G$MAX$?!在是?Y$VAL$?!
great_war_penalty_cb;退出世界大战
great_war_penalty_cb_desc;迫使另一个?Y国家?!除武装并向我们支付赔款
great_war_penalty_cb_setup;解除$RECIPIENT$的武装并让他们支付赔款
great_war_penalty_cb_short;退出世界大战
GREAT_WAR_OBLIGATORY_CB_DESC;对所有敌人的强制性世界大战战争借口:
GREAT_WAR_CB_JUSTIFY_COST_DESC;花费的恶名减少?G$PERC$%?!由于处于?Y世界大战?!态
GREAT_WAR_CB_CONSTRUCTION_SPEED_DESC;与?Y$TARGET$?!于世界大战中
fascist_focus_short;?Y法西斯主义?!持度
reactionary_focus_short;?Y反动主义?!持度
conservative_focus_short;?Y保守主义?!持度
socialist_focus_short;?Y社会主义?!持度
communist_focus_short;?Y共产主义?!持度
liberal_focus_short;?Y自由主义?!持度
anarcho_liberal_focus_short;?Y无政府主义?!持度
automation_focus_short;汽车制造业
electrical_focus_short;电子工业
chemical_focus_short;化工业
shipping_focus_short;造船业
textile_focus_short;纺织业
wood_focus_short;林业
basic_industry_focus_short;基础工业
armaments_focus_short;军工业
consumer_focus_short;消费品工业
WAR_GOAL_SUCCESS_PRESTIGE_CHANGE;如果实现这个战争目标，我们将获得$PRES$威望。
WAR_GOAL_FAILURE_PRESTIGE_CHANGE;如果不能实现这个战争目标，我们将失去$PRES$威望。
POP_INTERNAL_MIGRATION;?Y$NUM$?!想移民到其他省份
POP_EXTERNAL_MIGRATION;?Y$NUM$?!想移民到其他国家
POP_COLONIAL_MIGRATION;?Y$NUM$?!想移民到殖民地
INVESTED_IN_US_SETUP;当一个国家投资我国
INVESTED_IN_US_HEADER;外国投资
INVESTED_IN_US_1;$ICOUNTRY$投资我国!
INVESTED_IN_US_2;$INVESTED_IN_US_MESSAGE$
INVESTED_IN_US_3;*
INVESTED_IN_US_4;*
INVESTED_IN_US_5;*
INVESTED_IN_US_6;*
INVESTED_IN_US_BTN1;好的
INVESTED_IN_US_BTN2;好的
INVESTED_IN_US_BTN3;转到
INVESTED_IN_US_LOG;?Y$ICOUNTRY$?!资我国：$INVESTED_IN_US_MESSAGE$
INVESTED_IN_US_BUILD;在$ILOCATION$投资$IAMOUNT$建设$INAME$
INVESTED_IN_US_OPEN;在$ILOCATION$投资$IAMOUNT$重开$INAME$
INVESTED_IN_US_UPGRADE;在$ILOCATION$投资$IAMOUNT$升级$INAME$
INVESTED_IN_US_UNKNOWN;对我国投资$IAMOUNT$
MODIFY_RELATION_EFFECT;?Y$SOURCE$?!?Y$TARGET$?!关系改变了$VALUE$
PRODUCTION_EXPAND_FACTORY_SHORTCUT_TOOLTIP;?GCtrl点击?!以升级所有同类工厂\n?GShift点击?!级所有工厂
EVTNAME19355;世界大战
EVTDESC19355;世界各国的民族自豪感日益增强，以至于各大国人民只愿意看到另一个大国的彻底毁灭。从现在开始，战争双方分别至少有两个列强国家的战争将成为世界大战！
EVTOPTA19355;上帝保佑我们
AGRESSION_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST$独立战争
BYE;白俄罗斯
BYE_ADJ;白俄罗斯的
UBD;波罗的联合省
UBD_ADJ;波罗的的
UBD_conservative;保守派
UBD_liberal;自由派
UBD_reactionary;反动派
UBD_anarcho_liberals;无政府主义派
UBD_socialist;社会主义派
UBD_communist;布尔什维克
UBD_fascist;国家社会主义党
BYE_conservative;保守派
BYE_liberal;自由派
BYE_reactionary;反动派
BYE_anarcho_liberals;无政府主义派
BYE_socialist;白俄罗斯社会主义大会
BYE_communist;布尔什维克
BYE_fascist;国家社会主义党
PLC;波兰-立陶宛
PLC_ADJ;波兰-立陶宛的
PLC_conservative;国家民主党
PLC_liberal;爱国党
PLC_reactionary;塔戈维查联盟
PLC_anarcho_liberal;激进党
PLC_socialist;社会党
PLC_communist;社会民主党
PLC_fascist;民族党
ARA;阿拉伯
ARA_ADJ;阿拉伯的
ARA_conservative;保守派
ARA_liberal;自由派
ARA_reactionary;反动派
ARA_anarcho_liberals;无政府主义派
ARA_socialist;社会主义派
ARA_communist;共产主义派
ARA_fascist;国家社会主义党
GCO;大哥伦比亚
GCO_ADJ;大哥伦比亚的
form_gran_colombia_title;成立大哥伦比亚
form_gran_colombia_desc;大哥伦比亚是在西蒙·玻利瓦尔解放哥伦比亚，委内瑞拉和厄瓜多尔后组建的南美的政治联邦。联邦解体于1831年。如果我们重建大哥伦比亚，我们就可以将安第斯山北部的人民重新统一起来。
GCO_conservative;中央党
GCO_conservative_2;新中央党
GCO_liberal;联邦党
GCO_liberal_2;新联邦党
GCO_liberal_3;自治党
GCO_anarcho_liberal;激进党
GCO_reactionary;传统党
GCO_socialist;社会革命党
GCO_communist;共产党
GCO_fascist;法西斯党
arab;阿拉伯
form_arabia_title;成立阿拉伯
form_arabia_desc;兄弟们，自由已经来到，我们赢得了关乎民族命运的战斗！阿拉伯人正在走向伟大复兴！
IS_EMPTY;没有控制者
IS_NOT_EMPTY;有控制者
EVTNAME111011928;成立阿拉伯
EVTDESC111011928;阿拉伯联盟在战争与谈判后终于建立起来了。我们是否加入？
EVTOPTA111011928;当然！
EVTOPTB111011928;绝不！
